project_id,project_name,district,project_type,total_acres,land_acquired_pct,approval_days_pending,compensation_disbursed_pct,legal_cases_count,ownership_disputes,rnp_progress_pct,possession_pct,affected_families,doc_deficiency_score,historical_district_delay_avg,delay_label,actual_delay_days,intervention_taken,intervention_date
1058,Nashik Highway Project #1058,Nashik,Highway,290.0,71.2,29,70.3,9,14,11.4,74.4,508,0.777,75.2,0,12,,
1059,Pune Highway Project #1059,Pune,Highway,838.2,67.9,45,92.1,7,11,71.6,59.7,228,0.384,79.2,0,13,,
1060,Aurangabad Highway Project #1060,Aurangabad,Highway,718.7,87.5,91,97.5,12,2,84.2,49.1,573,0.222,96.9,0,0,,
1061,Mumbai Irrigation Project #1061,Mumbai,Irrigation,948.4,53.8,104,54.7,12,2,57.3,56.7,540,0.291,155.8,0,3,,
1062,Mumbai Railway Project #1062,Mumbai,Railway,438.5,22.1,51,31.1,2,2,96.9,69.0,367,0.182,156.5,0,0,,
1063,Nashik Metro Project #1063,Nashik,Metro,678.9,36.0,95,27.4,6,0,10.4,99.5,246,0.198,65.2,1,71,,
1064,Mumbai Railway Project #1064,Mumbai,Railway,491.6,69.6,88,30.1,12,9,83.7,79.8,692,0.217,164.3,1,19,,
1065,Mumbai Highway Project #1065,Mumbai,Highway,649.1,65.2,97,73.8,5,14,40.1,58.6,284,0.016,146.3,0,4,,
1066,Nashik Irrigation Project #1066,Nashik,Irrigation,477.1,57.8,60,13.6,9,6,68.5,79.3,681,0.716,67.3,1,143,,
1067,Nashik Railway Project #1067,Nashik,Railway,229.2,71.5,96,14.6,10,9,72.4,52.8,761,0.4,69.6,1,146,,
1068,Aurangabad Highway Project #1068,Aurangabad,Highway,532.5,67.4,12,64.7,9,12,37.6,38.0,586,0.023,107.6,0,0,,
1069,Mumbai Metro Project #1069,Mumbai,Metro,552.2,89.3,88,67.8,9,6,99.6,33.6,226,0.37,162.8,0,12,,
1070,Mumbai Metro Project #1070,Mumbai,Metro,820.1,62.7,105,69.9,10,1,19.3,46.0,568,0.905,139.6,0,9,,
1071,Aurangabad Metro Project #1071,Aurangabad,Metro,748.7,80.1,39,43.5,5,5,24.1,10.2,406,0.511,102.5,1,124,,
1072,Nagpur Highway Project #1072,Nagpur,Highway,680.6,32.4,102,82.5,9,3,90.3,25.9,83,0.987,108.1,0,11,,
1073,Nagpur Irrigation Project #1073,Nagpur,Irrigation,157.7,71.0,60,58.0,8,10,20.7,21.4,685,0.54,138.8,1,114,,
1074,Nagpur Railway Project #1074,Nagpur,Railway,734.6,91.2,119,19.5,6,6,44.3,96.4,719,0.963,116.8,1,85,,
1075,Aurangabad Metro Project #1075,Aurangabad,Metro,525.3,44.7,43,81.7,12,15,76.0,15.8,337,0.202,102.3,0,5,,
1076,Mumbai Highway Project #1076,Mumbai,Highway,899.4,80.1,112,95.8,10,13,81.2,55.1,417,0.29,147.1,0,12,,
1077,Aurangabad Highway Project #1077,Aurangabad,Highway,923.9,75.2,61,15.4,6,13,95.9,92.8,157,0.7,118.5,1,26,,
1078,Aurangabad Railway Project #1078,Aurangabad,Railway,102.4,15.4,120,45.2,10,6,81.1,64.7,95,0.987,116.6,1,170,,
1079,Nagpur Metro Project #1079,Nagpur,Metro,829.6,62.3,43,53.9,0,14,86.0,54.6,530,0.825,114.2,0,8,,
1080,Pune Highway Project #1080,Pune,Highway,85.8,21.7,47,23.2,0,3,95.4,76.9,512,0.554,86.0,0,7,,
1081,Mumbai Railway Project #1081,Mumbai,Railway,398.8,97.1,73,88.1,8,2,59.8,41.8,774,0.085,135.4,0,9,,
1082,Nagpur Irrigation Project #1082,Nagpur,Irrigation,565.2,83.0,58,35.6,8,6,40.9,27.4,241,0.364,121.4,1,161,,
1083,Pune Irrigation Project #1083,Pune,Irrigation,190.7,19.9,56,80.5,11,8,78.5,86.3,507,0.086,102.8,0,0,,
1084,Pune Irrigation Project #1084,Pune,Irrigation,759.0,21.0,94,70.4,10,3,24.7,15.1,432,0.311,84.2,0,4,,
1085,Nashik Metro Project #1085,Nashik,Metro,57.9,63.5,107,63.8,9,5,16.1,82.7,476,0.259,76.4,0,6,,
1086,Mumbai Railway Project #1086,Mumbai,Railway,210.2,41.0,10,27.3,2,6,80.7,19.3,256,0.389,144.2,0,7,,
1087,Pune Railway Project #1087,Pune,Railway,601.8,13.1,24,29.9,10,9,95.6,66.3,379,0.837,79.0,1,74,,
1088,Nagpur Highway Project #1088,Nagpur,Highway,728.7,58.7,60,14.3,10,2,49.8,52.9,522,0.15,126.8,1,56,,
1089,Nashik Highway Project #1089,Nashik,Highway,920.8,44.9,45,31.7,7,4,24.5,99.9,788,0.306,93.5,1,21,,
1090,Mumbai Highway Project #1090,Mumbai,Highway,720.2,19.1,53,41.1,8,15,54.7,44.9,114,0.261,155.4,1,56,,
1091,Aurangabad Railway Project #1091,Aurangabad,Railway,688.2,82.2,115,85.0,0,11,45.4,96.2,243,0.296,105.9,0,3,,
1092,Nagpur Highway Project #1092,Nagpur,Highway,424.6,92.4,108,43.0,11,13,43.5,46.3,467,0.361,116.5,1,129,,
1093,Pune Railway Project #1093,Pune,Railway,51.2,78.1,33,77.9,2,0,66.5,71.4,266,0.244,109.1,0,8,,
1094,Pune Railway Project #1094,Pune,Railway,164.2,84.0,83,49.5,12,5,25.7,67.9,484,0.943,93.1,1,58,,
1095,Nagpur Irrigation Project #1095,Nagpur,Irrigation,557.8,29.5,6,80.6,5,4,44.2,17.8,602,0.42,112.3,0,11,,
1096,Pune Highway Project #1096,Pune,Highway,691.4,33.7,96,97.9,3,6,88.2,76.9,644,0.114,89.4,0,5,,
1097,Nashik Irrigation Project #1097,Nashik,Irrigation,446.6,28.8,61,31.6,7,14,75.7,28.8,181,0.468,72.2,1,172,,
1098,Mumbai Metro Project #1098,Mumbai,Metro,744.1,78.9,56,87.6,8,8,15.0,45.0,282,0.184,154.7,0,4,,
1099,Nashik Metro Project #1099,Nashik,Metro,545.8,95.3,98,66.0,6,10,56.3,80.4,768,0.216,85.1,0,4,,
1100,Pune Metro Project #1100,Pune,Metro,120.5,74.5,92,83.6,10,3,18.2,95.0,203,0.285,102.8,0,8,,
1101,Aurangabad Railway Project #1101,Aurangabad,Railway,232.4,89.3,115,68.6,0,8,96.2,60.4,121,0.125,112.0,0,1,,
1102,Mumbai Railway Project #1102,Mumbai,Railway,848.0,67.5,75,48.2,1,12,32.0,56.7,32,0.721,149.6,1,75,,
1103,Mumbai Railway Project #1103,Mumbai,Railway,738.7,44.9,4,30.5,0,5,93.9,55.4,324,0.792,154.0,0,4,,
1104,Nagpur Highway Project #1104,Nagpur,Highway,900.0,48.3,75,16.3,8,4,85.1,83.5,211,0.394,113.9,1,123,,
1105,Nagpur Irrigation Project #1105,Nagpur,Irrigation,161.7,16.8,92,58.2,3,1,59.6,99.4,510,0.689,129.8,0,0,,
1106,Aurangabad Railway Project #1106,Aurangabad,Railway,990.7,12.8,34,99.1,9,0,40.3,67.0,627,0.389,108.0,0,4,,
1107,Mumbai Irrigation Project #1107,Mumbai,Irrigation,248.9,72.6,83,76.4,7,7,87.2,44.1,615,0.164,154.9,0,3,,
1108,Aurangabad Irrigation Project #1108,Aurangabad,Irrigation,61.2,49.5,36,39.5,4,11,23.8,29.7,34,0.397,127.1,1,118,,
1109,Nagpur Irrigation Project #1109,Nagpur,Irrigation,997.6,59.7,59,84.4,4,11,26.2,27.9,666,0.557,125.5,0,12,,
1110,Nagpur Highway Project #1110,Nagpur,Highway,317.0,60.2,64,79.2,4,5,30.2,87.1,517,0.041,122.3,0,3,,
1111,Mumbai Highway Project #1111,Mumbai,Highway,684.6,35.0,15,35.3,10,13,63.8,99.3,375,0.654,144.8,1,132,,
1112,Nashik Metro Project #1112,Nashik,Metro,217.8,52.8,29,11.3,4,6,38.3,72.8,540,0.743,69.2,1,139,,
1113,Pune Metro Project #1113,Pune,Metro,601.2,52.4,72,20.6,2,5,99.0,96.0,731,0.86,78.6,0,2,,
1114,Nagpur Irrigation Project #1114,Nagpur,Irrigation,908.8,45.0,41,89.0,5,9,27.6,41.5,603,0.103,125.3,0,5,,
1115,Nagpur Metro Project #1115,Nagpur,Metro,354.2,83.9,60,85.3,0,15,82.5,66.5,55,0.0,98.7,0,5,,
1116,Nashik Irrigation Project #1116,Nashik,Irrigation,686.7,50.6,73,36.6,7,12,18.6,56.1,44,0.073,79.7,1,30,,
1117,Nashik Highway Project #1117,Nashik,Highway,228.5,64.3,76,35.7,12,13,41.8,53.4,211,0.924,77.3,1,104,,
1118,Aurangabad Highway Project #1118,Aurangabad,Highway,643.6,90.6,47,81.4,3,6,31.9,66.9,544,0.766,111.0,0,14,,
1119,Aurangabad Highway Project #1119,Aurangabad,Highway,369.6,88.0,61,94.4,5,8,97.9,37.9,374,0.835,104.7,0,1,,
1120,Pune Railway Project #1120,Pune,Railway,250.6,90.1,83,80.1,1,13,12.3,67.7,479,0.517,89.8,0,8,,
1121,Pune Irrigation Project #1121,Pune,Irrigation,347.5,34.3,92,64.5,1,4,75.0,70.6,309,0.527,72.3,0,9,,
1122,Mumbai Highway Project #1122,Mumbai,Highway,219.9,13.1,63,31.8,7,0,32.3,85.3,786,0.299,158.2,1,164,,
1123,Aurangabad Irrigation Project #1123,Aurangabad,Irrigation,906.8,33.5,56,57.3,0,0,83.0,75.7,425,0.843,108.4,0,7,,
1124,Nagpur Metro Project #1124,Nagpur,Metro,427.3,35.1,67,31.0,7,8,38.0,38.8,355,0.83,135.2,1,60,,
1125,Aurangabad Metro Project #1125,Aurangabad,Metro,283.0,91.8,45,82.7,9,4,26.9,50.6,358,0.392,113.9,0,12,,
1126,Nagpur Highway Project #1126,Nagpur,Highway,476.0,68.4,112,44.8,9,13,72.4,20.8,708,0.329,122.3,1,19,,
1127,Nashik Irrigation Project #1127,Nashik,Irrigation,354.5,17.4,27,85.0,0,12,33.2,33.2,199,0.738,74.0,0,8,,
1128,Aurangabad Highway Project #1128,Aurangabad,Highway,757.2,22.2,100,44.3,8,12,53.7,56.9,412,0.026,100.2,1,173,,
1129,Nashik Metro Project #1129,Nashik,Metro,972.7,24.0,76,84.2,0,10,21.8,19.1,761,0.86,65.5,1,175,,
1130,Pune Highway Project #1130,Pune,Highway,466.1,66.7,120,40.0,3,14,75.2,61.4,358,0.446,91.3,1,145,,
1131,Pune Irrigation Project #1131,Pune,Irrigation,868.0,76.2,2,49.6,8,12,46.6,45.1,382,0.441,87.0,1,67,,
1132,Mumbai Metro Project #1132,Mumbai,Metro,587.6,87.4,36,65.4,0,1,22.7,13.1,648,0.669,144.2,0,2,,
1133,Aurangabad Railway Project #1133,Aurangabad,Railway,199.4,94.7,47,16.3,8,14,76.7,49.1,514,0.646,107.2,1,32,,
1134,Nashik Metro Project #1134,Nashik,Metro,706.1,28.2,18,95.3,7,2,19.3,35.3,300,0.266,70.4,0,0,,
1135,Nagpur Railway Project #1135,Nagpur,Railway,537.8,37.9,91,61.6,4,0,61.7,16.0,120,0.943,143.2,0,10,,
1136,Pune Highway Project #1136,Pune,Highway,668.1,31.6,82,55.7,5,5,64.7,36.4,564,0.986,86.7,0,5,,
1137,Pune Highway Project #1137,Pune,Highway,895.2,42.3,16,85.5,4,11,93.7,36.5,512,0.526,83.2,0,11,,
1138,Nagpur Irrigation Project #1138,Nagpur,Irrigation,468.4,92.3,81,87.9,3,5,23.6,42.0,310,0.561,118.5,0,13,,
1139,Nashik Railway Project #1139,Nashik,Railway,906.1,61.8,81,57.0,11,2,68.8,43.0,655,0.554,85.0,0,2,,
1140,Nashik Highway Project #1140,Nashik,Highway,763.1,76.4,120,93.5,9,14,44.3,48.7,22,0.486,85.7,0,2,,
1141,Aurangabad Railway Project #1141,Aurangabad,Railway,514.2,54.1,86,15.8,12,2,46.1,18.3,532,0.945,129.5,1,130,,
1142,Aurangabad Highway Project #1142,Aurangabad,Highway,623.1,12.6,39,20.2,11,6,55.2,10.5,111,0.245,110.6,1,86,,
1143,Mumbai Metro Project #1143,Mumbai,Metro,359.3,15.8,49,63.7,3,14,31.0,76.2,206,0.108,156.4,0,11,,
1144,Pune Highway Project #1144,Pune,Highway,984.4,58.4,72,41.9,9,0,51.5,40.4,400,0.93,79.5,1,127,,
1145,Aurangabad Irrigation Project #1145,Aurangabad,Irrigation,684.0,74.7,28,51.8,7,4,71.8,65.2,64,0.213,106.5,0,13,,
1146,Nashik Metro Project #1146,Nashik,Metro,91.7,29.4,50,39.5,7,12,51.1,37.6,192,0.749,58.8,1,15,,
1147,Nagpur Irrigation Project #1147,Nagpur,Irrigation,360.3,75.0,41,46.4,8,2,13.8,98.6,28,0.204,124.7,1,72,,
1148,Nashik Metro Project #1148,Nashik,Metro,642.1,83.0,28,84.0,2,4,33.2,38.4,372,0.96,70.4,0,9,,
1149,Pune Railway Project #1149,Pune,Railway,103.5,47.1,65,63.4,9,10,41.6,64.5,783,0.791,92.3,0,6,,
1150,Nashik Irrigation Project #1150,Nashik,Irrigation,72.7,77.2,16,99.8,7,13,41.9,29.8,482,0.919,61.5,1,84,,
1151,Mumbai Highway Project #1151,Mumbai,Highway,477.5,46.4,120,80.8,2,3,17.3,56.6,18,0.951,158.5,1,159,,
1152,Pune Railway Project #1152,Pune,Railway,366.1,71.1,119,34.6,1,5,50.5,62.1,669,0.084,65.9,0,9,,
1153,Nagpur Highway Project #1153,Nagpur,Highway,466.4,78.8,108,33.8,1,11,72.3,26.5,34,0.433,117.5,0,1,,
1154,Mumbai Metro Project #1154,Mumbai,Metro,299.6,99.3,30,40.2,8,8,14.4,21.1,315,0.648,148.9,1,93,,
1155,Pune Metro Project #1155,Pune,Metro,206.5,41.1,91,85.9,3,15,77.6,97.6,593,0.802,69.8,0,8,,
1156,Nagpur Highway Project #1156,Nagpur,Highway,704.7,47.0,106,12.5,4,1,96.0,90.4,443,0.241,123.8,1,24,,
1157,Mumbai Highway Project #1157,Mumbai,Highway,538.8,24.9,111,30.7,1,9,10.8,69.4,431,0.915,148.3,1,141,,
1158,Mumbai Railway Project #1158,Mumbai,Railway,240.1,28.4,51,91.4,8,7,27.4,87.5,66,0.221,155.6,0,0,,
1159,Pune Highway Project #1159,Pune,Highway,353.6,72.4,38,67.6,6,13,58.9,18.6,543,0.866,110.0,0,14,,
1160,Aurangabad Irrigation Project #1160,Aurangabad,Irrigation,612.2,92.5,59,30.4,2,12,29.6,75.6,557,0.513,113.2,0,3,,
1161,Mumbai Irrigation Project #1161,Mumbai,Irrigation,118.6,45.5,93,29.7,5,1,78.8,35.7,188,0.515,159.7,1,172,,
1162,Mumbai Highway Project #1162,Mumbai,Highway,190.1,26.2,98,87.6,6,3,38.1,58.6,77,0.374,163.8,0,2,,
1163,Nagpur Irrigation Project #1163,Nagpur,Irrigation,119.6,35.7,111,90.4,11,8,36.4,78.8,505,0.104,124.9,0,4,,
1164,Nashik Highway Project #1164,Nashik,Highway,821.7,51.0,50,33.1,5,3,10.1,13.0,10,0.347,61.3,1,96,,
1165,Pune Railway Project #1165,Pune,Railway,764.8,36.2,83,47.8,9,6,34.3,72.5,57,0.427,73.6,1,144,,
1166,Pune Irrigation Project #1166,Pune,Irrigation,765.6,31.0,15,85.1,10,10,29.6,49.1,426,0.479,93.7,0,13,,
1167,Aurangabad Irrigation Project #1167,Aurangabad,Irrigation,730.5,76.2,97,79.4,9,4,40.9,49.6,673,0.739,106.0,1,91,,
1168,Aurangabad Highway Project #1168,Aurangabad,Highway,685.9,10.7,13,83.3,5,12,23.3,91.7,206,0.352,122.8,0,8,,
1169,Pune Irrigation Project #1169,Pune,Irrigation,503.1,58.5,89,56.7,12,1,63.5,87.4,579,0.407,85.2,0,11,,
1170,Aurangabad Metro Project #1170,Aurangabad,Metro,660.2,81.4,83,92.0,7,7,31.5,15.2,57,0.906,109.9,1,132,,
1171,Nagpur Railway Project #1171,Nagpur,Railway,86.4,34.0,41,39.3,7,10,84.9,65.6,364,0.753,108.4,1,31,,
1172,Pune Railway Project #1172,Pune,Railway,640.4,64.3,50,24.1,4,9,35.6,49.2,243,0.023,86.6,1,89,,
1173,Aurangabad Irrigation Project #1173,Aurangabad,Irrigation,789.0,70.2,23,73.8,3,14,29.0,20.6,446,0.812,100.6,1,135,,
1174,Pune Irrigation Project #1174,Pune,Irrigation,525.3,69.0,106,58.5,10,9,15.1,86.6,709,0.99,81.5,0,1,,
1175,Nashik Metro Project #1175,Nashik,Metro,389.6,50.1,81,86.9,4,1,76.6,16.4,635,0.94,69.5,0,13,,
1176,Mumbai Metro Project #1176,Mumbai,Metro,313.6,41.2,42,17.3,8,2,55.7,12.9,99,0.836,143.9,1,112,,
1177,Pune Irrigation Project #1177,Pune,Irrigation,660.7,85.2,72,85.9,11,9,20.2,27.8,378,0.629,116.3,0,9,,
1178,Mumbai Irrigation Project #1178,Mumbai,Irrigation,708.2,78.3,18,36.4,9,6,29.9,37.3,178,0.278,158.4,1,102,,
1179,Aurangabad Metro Project #1179,Aurangabad,Metro,877.4,38.9,83,68.9,5,4,99.9,15.5,372,0.654,120.8,0,13,,
1180,Mumbai Highway Project #1180,Mumbai,Highway,375.2,19.3,60,13.6,2,15,82.5,67.7,186,0.696,148.9,0,5,,
1181,Pune Metro Project #1181,Pune,Metro,781.3,16.5,105,64.9,2,9,41.5,49.3,509,0.282,91.1,0,6,,
1182,Nashik Highway Project #1182,Nashik,Highway,583.3,18.5,93,74.6,0,10,58.8,47.1,713,0.255,65.7,0,8,,
1183,Aurangabad Railway Project #1183,Aurangabad,Railway,888.7,62.5,62,43.2,4,2,47.4,23.1,142,0.397,136.2,1,122,,
1184,Pune Railway Project #1184,Pune,Railway,551.4,14.6,25,29.4,5,15,13.3,49.4,181,0.641,88.9,1,24,,
1185,Aurangabad Metro Project #1185,Aurangabad,Metro,541.7,40.3,94,58.4,7,15,80.1,45.1,539,0.293,104.0,0,8,,
1186,Nagpur Highway Project #1186,Nagpur,Highway,599.0,77.8,34,85.0,10,11,74.5,44.5,772,0.556,112.5,0,12,,
1187,Mumbai Metro Project #1187,Mumbai,Metro,761.8,36.5,66,39.1,8,1,46.8,29.7,450,0.899,153.4,1,134,,
1188,Nagpur Metro Project #1188,Nagpur,Metro,966.5,78.7,55,32.7,6,10,86.1,18.5,121,0.295,134.2,1,163,,
1189,Pune Highway Project #1189,Pune,Highway,119.9,77.1,39,35.1,0,5,58.1,33.5,49,0.966,100.9,1,132,,
1190,Nashik Metro Project #1190,Nashik,Metro,100.8,32.1,28,95.4,6,9,15.9,70.1,111,0.473,62.4,0,9,,
1191,Aurangabad Railway Project #1191,Aurangabad,Railway,940.7,75.6,5,42.3,9,0,33.3,16.6,378,0.101,102.2,1,36,,
1192,Mumbai Irrigation Project #1192,Mumbai,Irrigation,553.4,77.3,51,10.3,8,7,51.6,44.4,183,0.055,162.5,1,25,,
1193,Aurangabad Irrigation Project #1193,Aurangabad,Irrigation,634.2,45.8,0,80.4,3,4,19.3,56.3,350,0.339,131.0,0,0,,
1194,Pune Metro Project #1194,Pune,Metro,508.3,28.9,51,72.9,10,4,61.4,96.7,205,0.259,88.5,0,11,,
1195,Aurangabad Highway Project #1195,Aurangabad,Highway,139.0,56.9,23,21.6,11,13,20.9,85.9,593,0.844,122.1,1,30,,
1196,Mumbai Highway Project #1196,Mumbai,Highway,779.7,92.9,101,98.6,6,1,28.0,92.5,191,0.738,135.3,0,13,,
1197,Pune Railway Project #1197,Pune,Railway,759.9,67.6,33,64.7,8,6,90.5,83.8,762,0.885,81.6,0,2,,
1198,Aurangabad Highway Project #1198,Aurangabad,Highway,346.1,25.6,114,55.1,0,4,100.0,63.0,332,0.589,99.9,0,5,,
1199,Nashik Highway Project #1199,Nashik,Highway,340.9,71.4,6,44.4,11,7,59.5,87.5,122,0.435,74.1,1,38,,
1200,Pune Railway Project #1200,Pune,Railway,845.9,48.4,74,90.9,9,4,65.8,60.9,684,0.271,88.2,0,12,,
1201,Pune Metro Project #1201,Pune,Metro,118.7,63.2,10,32.0,8,14,81.8,42.2,560,0.583,92.4,1,90,,
1202,Nashik Irrigation Project #1202,Nashik,Irrigation,887.0,76.1,35,35.7,3,8,72.7,43.5,244,0.618,82.2,1,165,,
1203,Nagpur Railway Project #1203,Nagpur,Railway,293.8,56.3,19,21.0,11,4,26.4,60.9,514,0.393,113.5,1,20,,
1204,Mumbai Metro Project #1204,Mumbai,Metro,613.3,83.3,62,78.3,7,12,47.1,82.8,80,0.937,150.9,0,4,,
1205,Nagpur Railway Project #1205,Nagpur,Railway,939.2,75.0,79,63.6,2,2,58.2,22.0,228,0.64,106.6,0,1,,
1206,Aurangabad Metro Project #1206,Aurangabad,Metro,694.2,65.4,62,64.8,1,12,42.4,13.5,526,0.837,121.6,0,8,,
1207,Nashik Railway Project #1207,Nashik,Railway,443.7,23.6,68,29.7,12,1,25.8,81.1,762,0.62,81.0,1,119,,
1208,Nagpur Metro Project #1208,Nagpur,Metro,705.1,85.2,87,68.6,11,4,76.3,68.3,174,0.317,123.6,0,9,,
1209,Pune Railway Project #1209,Pune,Railway,376.8,94.2,29,78.9,7,9,27.9,83.9,522,0.737,91.2,0,3,,
1210,Aurangabad Metro Project #1210,Aurangabad,Metro,313.4,22.3,29,42.2,7,12,33.4,97.9,390,0.23,104.9,1,55,,
1211,Aurangabad Railway Project #1211,Aurangabad,Railway,996.8,53.9,102,82.1,2,9,35.8,32.6,193,0.597,96.0,1,81,,
1212,Nagpur Irrigation Project #1212,Nagpur,Irrigation,763.3,33.3,120,41.4,12,4,24.6,27.5,378,0.402,123.1,1,97,,
1213,Nagpur Irrigation Project #1213,Nagpur,Irrigation,662.5,77.9,111,78.2,7,15,86.5,40.7,457,0.15,127.6,0,3,,
1214,Nashik Highway Project #1214,Nashik,Highway,387.5,74.9,110,13.0,10,5,65.0,89.0,17,0.413,90.2,1,79,,
1215,Mumbai Metro Project #1215,Mumbai,Metro,96.7,22.7,100,59.6,10,15,85.1,11.3,629,0.31,146.1,0,8,,
1216,Nagpur Railway Project #1216,Nagpur,Railway,79.5,88.9,96,97.3,5,1,54.4,10.9,391,0.112,122.7,0,1,,
1217,Nagpur Metro Project #1217,Nagpur,Metro,576.5,26.3,83,98.3,9,4,56.8,29.5,391,0.824,131.1,0,0,,
1218,Pune Irrigation Project #1218,Pune,Irrigation,773.9,81.8,117,35.4,8,14,65.5,43.8,457,0.499,101.4,1,161,,
1219,Aurangabad Metro Project #1219,Aurangabad,Metro,560.5,51.1,21,49.7,9,0,43.4,37.2,706,0.346,103.8,1,39,,
1220,Mumbai Railway Project #1220,Mumbai,Railway,848.7,39.5,104,15.7,12,2,54.7,84.2,163,0.505,147.2,1,108,,
1221,Pune Metro Project #1221,Pune,Metro,81.8,24.2,60,88.6,5,15,59.2,72.1,43,0.755,84.7,0,2,,
1222,Nashik Railway Project #1222,Nashik,Railway,398.4,25.1,20,61.2,7,2,95.8,85.4,506,0.018,61.0,0,9,,
1223,Nashik Irrigation Project #1223,Nashik,Irrigation,275.2,69.6,36,44.7,1,2,89.5,44.5,31,0.547,84.7,0,6,,
1224,Nagpur Irrigation Project #1224,Nagpur,Irrigation,474.9,59.5,117,20.1,0,14,21.6,63.6,389,0.479,120.6,0,5,,
1225,Nagpur Irrigation Project #1225,Nagpur,Irrigation,118.8,21.0,26,95.2,9,2,13.7,56.4,157,0.893,119.3,0,11,,
1226,Nashik Highway Project #1226,Nashik,Highway,956.4,20.1,101,57.7,9,7,71.2,52.7,672,0.556,72.5,0,12,,
1227,Nagpur Irrigation Project #1227,Nagpur,Irrigation,262.1,16.5,34,35.5,1,14,14.4,35.9,588,0.137,120.5,0,14,,
1228,Mumbai Metro Project #1228,Mumbai,Metro,926.2,76.9,37,41.5,11,0,15.4,73.8,599,0.389,147.8,1,19,,
1229,Nagpur Highway Project #1229,Nagpur,Highway,454.6,74.1,103,34.4,3,5,24.3,57.2,753,0.621,112.4,1,178,,
1230,Aurangabad Irrigation Project #1230,Aurangabad,Irrigation,986.2,15.3,59,64.2,9,5,41.7,17.1,560,0.046,125.7,0,9,,
1231,Nagpur Metro Project #1231,Nagpur,Metro,576.4,60.4,69,93.7,8,0,49.1,10.0,686,0.885,114.3,0,5,,
1232,Pune Metro Project #1232,Pune,Metro,934.3,17.6,31,87.1,6,15,56.7,11.8,108,0.068,80.7,0,9,,
1233,Mumbai Metro Project #1233,Mumbai,Metro,55.1,91.3,79,51.4,8,12,99.3,16.8,650,0.031,149.2,0,1,,
1234,Pune Railway Project #1234,Pune,Railway,760.8,91.6,91,84.4,8,0,44.7,43.4,540,0.002,111.6,0,2,,
1235,Pune Highway Project #1235,Pune,Highway,907.9,72.8,79,48.1,8,2,31.8,37.5,280,0.684,81.8,1,158,,
1236,Aurangabad Metro Project #1236,Aurangabad,Metro,182.7,93.4,26,32.7,7,14,61.8,24.1,10,0.456,117.1,1,49,,
1237,Mumbai Railway Project #1237,Mumbai,Railway,141.3,83.0,116,98.5,5,15,29.4,56.4,296,0.103,147.5,0,7,,
1238,Mumbai Irrigation Project #1238,Mumbai,Irrigation,453.3,84.6,2,37.3,10,7,94.6,97.3,189,0.856,152.4,1,127,,
1239,Mumbai Metro Project #1239,Mumbai,Metro,937.0,61.3,48,39.1,9,5,33.3,24.5,265,0.203,159.2,1,30,,
1240,Mumbai Railway Project #1240,Mumbai,Railway,565.3,37.5,84,99.1,6,3,99.1,32.6,183,0.326,132.8,0,0,,
1241,Mumbai Metro Project #1241,Mumbai,Metro,551.1,29.6,101,22.1,1,4,47.7,51.6,59,0.178,141.0,0,8,,
1242,Aurangabad Highway Project #1242,Aurangabad,Highway,184.1,39.4,101,78.4,10,9,83.1,67.7,541,0.927,119.1,0,0,,
1243,Nagpur Highway Project #1243,Nagpur,Highway,50.8,66.6,29,94.2,0,13,68.3,64.0,626,0.758,121.0,0,11,,
1244,Pune Irrigation Project #1244,Pune,Irrigation,819.6,25.5,21,56.1,12,2,94.0,56.9,199,0.724,92.1,0,2,,
1245,Mumbai Metro Project #1245,Mumbai,Metro,133.2,33.3,18,10.2,4,14,66.3,76.4,760,0.044,157.1,1,141,,
1246,Nagpur Railway Project #1246,Nagpur,Railway,652.2,52.1,30,43.8,7,13,62.3,86.1,52,0.523,111.1,1,117,,
1247,Nagpur Irrigation Project #1247,Nagpur,Irrigation,918.9,31.0,19,20.0,2,14,68.8,99.9,526,0.575,130.6,0,2,,
1248,Pune Metro Project #1248,Pune,Metro,248.2,63.0,110,47.5,6,10,80.8,51.9,769,0.383,98.2,1,144,,
1249,Aurangabad Irrigation Project #1249,Aurangabad,Irrigation,682.0,93.1,18,81.1,4,10,90.9,99.5,75,0.322,112.4,0,14,,
1250,Nashik Railway Project #1250,Nashik,Railway,124.8,77.3,1,49.5,11,5,34.0,75.7,405,0.852,74.7,1,116,,
1251,Nashik Irrigation Project #1251,Nashik,Irrigation,623.6,70.0,39,48.9,9,5,28.1,69.2,260,0.023,81.6,1,76,,
1252,Nagpur Irrigation Project #1252,Nagpur,Irrigation,205.7,62.4,38,60.1,12,5,13.1,67.6,137,0.625,114.1,0,10,,
1253,Pune Irrigation Project #1253,Pune,Irrigation,749.2,53.9,90,62.4,7,8,43.3,92.0,706,0.394,96.6,0,7,,
1254,Nashik Metro Project #1254,Nashik,Metro,336.2,26.8,71,87.1,5,13,86.2,95.3,197,0.666,87.4,0,5,,
1255,Nagpur Railway Project #1255,Nagpur,Railway,490.2,90.5,108,37.8,5,14,16.3,26.1,192,0.198,126.4,1,39,,
1256,Aurangabad Highway Project #1256,Aurangabad,Highway,619.5,32.4,53,84.0,6,9,58.5,54.4,592,0.239,107.8,0,4,,
1257,Nashik Metro Project #1257,Nashik,Metro,212.7,18.2,26,60.9,6,12,72.5,94.7,587,0.587,93.2,0,12,,
